Address,Description,DispensaryName,Email,Facebook,Friday,Instagram,ListingUrl,Listings,Monday,Phone,Saturday,State,StoreUrl,Sunday,Thursday,Tuesday,Twitter,Website,Wednesday,latitude,longitude
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alabama,Alabama,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas,Arkansas,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado,Colorado,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut,Connecticut,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/delaware,Delaware,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/georgia,Georgia,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/hawaii,Hawaii,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/idaho,Idaho,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois,Illinois,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/indiana,Indiana,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/iowa,Iowa,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/kansas,Kansas,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/kentucky,Kentucky,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana,Louisiana,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maine,Maine,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maryland,Maryland,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/massachusetts,Massachusetts,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/michigan,Michigan,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/minnesota,Minnesota,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/mississippi,Mississippi,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/missouri,Missouri,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/montana,Montana,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/nebraska,Nebraska,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/nevada,Nevada,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/new-hampshire,New Hampshire,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/bridgeport,Bridgeport,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/new-jersey,New Jersey,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/danbury,Danbury,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/hartford,Hartford,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/new-mexico,New Mexico,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/new-britain,New Britain,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/new-york,New York,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/new-haven,New Haven,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/new-london,New London,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/north-carolina,North Carolina,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/norwalk,Norwalk,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/stamford,Stamford,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/north-dakota,North Dakota,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/connecticut/waterbury,Waterbury,,,,Connecticut,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/ohio,Ohio,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/conway,Conway,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/el-dorado,El Dorado,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fayetteville,Fayetteville,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fort-smith,Fort Smith,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/hot-springs-ar,"Hot Springs, AR",,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/apache-county,Apache County,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/pennsylvania,Pennsylvania,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/jonesboro,Jonesboro,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/little-rock,Little Rock,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/casa-grande-maricopa,Casa Grande / Maricopa,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/cave-creek,Cave Creek,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/rhode-island,Rhode Island,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/north-little-rock,North Little Rock,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/pine-bluff,Pine Bluff,,,,Arkansas,,,,,,,,,
,,Pickup AM Test,,,,,,,,,,"Alabama, AL",https://weedmaps.com/dispensaries/pickup-am-test,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/cochise-county,Cochise County,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/sault-ste-marie,Sault Ste. Marie,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/texarkana,Texarkana,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/west-memphis,West Memphis,,,,Arkansas,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/flagstaff,Flagstaff,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/gilbert-chandler-mesa,Gilbert / Chandler / Mesa,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/south-carolina,South Carolina,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/glendale-peoria,Glendale / Peoria,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/south-dakota,South Dakota,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/delaware/dover-de,"Dover, DE",,,,Delaware,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/globe,Globe,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/anchorage,Anchorage,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/tennessee,Tennessee,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/delaware/lewes,Lewes,,,,Delaware,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/delaware/middletown,Middletown,,,,Delaware,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/lake-havasu-kingman-bullhead-city,Kingman,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/denali,Denali,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/texas,Texas,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/delaware/newark-de,"Newark, DE",,,,Delaware,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/delaware/wilmington-de,"Wilmington, DE",,,,Delaware,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/lake-havasu-parker,Lake Havasu / Parker,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/laughlin-bullhead-city,Laughlin / Bullhead City,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/fairbanks,Fairbanks,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/utah,Utah,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/navajo-county,Navajo County,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/girdwood,Girdwood,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/vermont,Vermont,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/nogales-rio-rico,Nogales / Rio Rico,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/juneau,Juneau,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/virginia,Virginia,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/alamosa,Alamosa,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/north-phoenix,North Phoenix,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/kenai,Kenai,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/washington,Washington,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/georgia/athens,"Athens, GA",,,,Georgia,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/antonito,Antonito,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/page,Page,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/ketchikan,Ketchikan,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/washington-dc,Washington DC,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/hawaii/island-of-hawai-i,Island of Hawai'i,,,,Hawaii,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/boca-raton,Boca Raton,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/georgia/atlanta-georgia,"Atlanta, GA",,,,Georgia,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/aspen-colorado,Aspen,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/payson,Payson,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/mat-su-valley,Mat-Su Valley,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/west-virginia,West Virginia,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/hawaii/kauai,Kauai,,,,Hawaii,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/hawaii/lanai,Lanai,,,,Hawaii,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/daytona-beach,Daytona Beach,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/fort-lauderdale,Fort Lauderdale,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/5-cities,5 Cities,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/aurora,"Aurora, CO",,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/west-phoenix,Phoenix,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/gnome,Nome,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/wisconsin,Wisconsin,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/hawaii/maui,Maui,,,,Hawaii,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/hawaii/moloka-i,Moloka'i,,,,Hawaii,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/fort-myers,Fort Myers,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/fort-walton-beach,Fort Walton Beach,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/san-gabriel-valley,Alhambra / Rosemead / El Monte,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/boulder,Boulder,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/prescott,Prescott,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/safford-clifton,Safford / Clifton,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/petersburg,Petersburg,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/wyoming,Wyoming,,,,United States,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/hawaii/o-ahu,O'ahu,,,,Hawaii,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/gainesville,Gainesville,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/aliso-viejolaguna-beach,Aliso Viejo / Laguna Niguel,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/canon-city,Cañon City,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/east-phoenix,Tempe / Scottsdale,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/sitka,Sitka,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/jacksonville,Jacksonville,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/key-largo-florida,Key Largo,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/amador-county,Amador County,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/central-rockies,Central Rockies,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/tucson,Tucson,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/skagway,Skagway,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/key-west,Key West,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/lakeland,Lakeland,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/anaheim,Anaheim,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/colorado-springs,Colorado Springs,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/wickenburg,Wickenburg,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/yuma--2,Yuma,,,,Arizona,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska/valdez,Valdez,,,,Alaska,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/miami,Miami,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/new-port-richey,New Port Richey,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana/alexandria,Alexandria,,,,Louisiana,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/aurora-il,"Aurora, IL",,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/anaheim-hills-orange,Anaheim Hills / Orange,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/cortez,Cortez,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/ocala,Ocala,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana/baton-rouge,Baton Rouge,,,,Louisiana,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana/lafayette,Lafayette,,,,Louisiana,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/bloomington-normal,Bloomington / Normal,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/champaign-urbana,Champaign / Urbana,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/antelope-valley,Antelope Valley,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/denver-downtown,Denver Downtown,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/orlando,Orlando,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/palm-bay,Palm Bay,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maine/aroostook-county,Aroostook County,,,,Maine,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/iowa/council-bluffs,Council Bluffs,,,,Iowa,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana/lake-charles,Lake Charles,,,,Louisiana,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana/monroe,Monroe,,,,Louisiana,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/chicago,Chicago North,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/chicago-south,Chicago South,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/antioch,Antioch,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/glendalewa-park-west,Denver East,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/panama-city,Panama City,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maine/augusta,Augusta,,,,Maine,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/iowa/davenport,Davenport,,,,Iowa,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/iowa/des-moines,Des Moines,,,,Iowa,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana/new-orleans,New Orleans,,,,Louisiana,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/louisiana/shreveport,Shreveport,,,,Louisiana,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/collinsville-fairview-heights,Collinsville / Fairview Heights,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/effingham,Effingham,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/anza,Anza / Idyllwild / Aguanga,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maryland/annapolis,Annapolis,,,,Maryland,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/denver-highlands,Denver Highlands,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/pensacola,Pensacola,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maine/bangor,Bangor,,,,Maine,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/iowa/sioux-city,Sioux City,,,,Iowa,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/iowa/waterloo-ia,"Waterloo, IA",,,,Iowa,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/joliet,Joliet,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/marion,Marion,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/apple-valley,Apple Valley,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maryland/baltimore,Baltimore,,,,Maryland,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/denver-international-airport,Denver International Airport,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/port-charlotte,Port Charlotte,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maine/berwick,Berwick,,,,Maine,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/davenport-moline,Moline,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/mundelein,Mundelein,,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/arcadia-monrovia,Arcadia / Monrovia,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maryland/bel-air,Bel Air,,,,Maryland,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/denver-north,Denver North,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/port-st-lucie,Port St. Lucie,,,,Florida,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maine/biddeford,Biddeford,,,,Maine,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/ottawa-il,"Ottawa, IL",,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/illinois/peoria-springfield,"Peoria, IL",,,,Illinois,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california/arden-arcade-carmichael,Arden-Arcade / Carmichael,,,,California,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/michigan/adrian-monroe,Adrian / Monroe,,,,Michigan,,,,,,,,,
,,Mississippi Medical Marijuana Dispensaries,,,,,,,,,,"Mississippi, MS",https://weedmaps.com/dispensaries/mississippi-medical-marijuana-dispensaries,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/maryland/bethesda,Bethesda,,,,Maryland,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/colorado/south-denver-dtc,Denver South,,,,Colorado,,,,,,,,,
,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida/sarasota,Sarasota,,,,Florida,,,,,,,,,
